"Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
18,1,"2014-02-24",3569,314,1,0,"0",0
19,1,"2014-02-24",3038,308,1,0,"0",0
20,1,"2014-02-24",3728,598,1,0,"0",0
1,7,"2014-02-23",0,0,0,0,"0",0
2,7,"2014-02-23",0,0,0,0,"0",0
3,7,"2014-02-23",0,0,0,0,"0",0
4,7,"2014-02-23",0,0,0,0,"0",0
5,7,"2014-02-23",0,0,0,0,"0",0
6,7,"2014-02-23",0,0,0,0,"0",0
7,7,"2014-02-23",0,0,0,0,"0",0
8,7,"2014-02-23",0,0,0,0,"0",0
9,7,"2014-02-23",0,0,0,0,"0",0
10,7,"2014-02-23",0,0,0,0,"0",0
11,7,"2014-02-23",0,0,0,0,"0",0
12,7,"2014-02-23",0,0,0,0,"0",0
13,7,"2014-02-23",0,0,0,0,"0",0
14,7,"2014-02-23",0,0,0,0,"0",0
15,7,"2014-02-23",0,0,0,0,"0",0
16,7,"2014-02-23",0,0,0,0,"0",0
17,7,"2014-02-23",0,0,0,0,"0",0
18,7,"2014-02-23",0,0,0,0,"0",0
19,7,"2014-02-23",0,0,0,0,"0",0
20,7,"2014-02-23",0,0,0,0,"0",0
1,6,"2014-02-22",2563,316,1,0,"0",0
2,6,"2014-02-22",1445,161,1,0,"0",0
3,6,"2014-02-22",799,94,1,0,"0",0
4,6,"2014-02-22",3024,317,1,0,"0",0
5,6,"2014-02-22",7163,788,1,0,"0",0
6,6,"2014-02-22",6253,624,1,0,"0",0
7,6,"2014-02-22",2886,367,1,0,"0",0
8,6,"2014-02-22",4715,420,1,0,"0",0
9,6,"2014-02-22",8906,1327,1,0,"0",0
10,6,"2014-02-22",3387,339,1,0,"0",0
11,6,"2014-02-22",8909,1277,1,0,"0",0
12,6,"2014-02-22",4184,412,1,0,"0",0
13,6,"2014-02-22",5442,860,1,0,"0",0
14,6,"2014-02-22",1224,120,1,0,"0",0
15,6,"2014-02-22",3935,537,1,0,"0",0
16,6,"2014-02-22",2757,351,1,0,"0",0
17,6,"2014-02-22",4822,437,1,0,"0",0
18,6,"2014-02-22",4660,384,1,0,"0",0
19,6,"2014-02-22",1777,205,1,0,"0",0
20,6,"2014-02-22",2769,438,1,0,"0",0
1,5,"2014-02-21",4790,527,1,1,"0",1
2,5,"2014-02-21",4590,514,1,1,"0",1
3,5,"2014-02-21",3032,394,1,1,"0",1
4,5,"2014-02-21",4648,394,1,1,"0",0
5,5,"2014-02-21",7739,842,1,1,"0",0
6,5,"2014-02-21",8255,684,1,1,"0",0
7,5,"2014-02-21",4761,537,1,1,"0",0
8,5,"2014-02-21",5589,449,1,1,"0",0
9,5,"2014-02-21",10560,1516,1,1,"0",0
10,5,"2014-02-21",6445,520,1,1,"0",0
11,5,"2014-02-21",11818,1601,1,1,"0",1
12,5,"2014-02-21",7988,681,1,1,"0",0
13,5,"2014-02-21",6435,854,1,1,"0",0
14,5,"2014-02-21",4062,461,1,1,"0",1
15,5,"2014-02-21",7442,928,1,1,"0",0
16,5,"2014-02-21",3145,376,1,1,"0",0
17,5,"2014-02-21",6618,547,1,1,"0",0
18,5,"2014-02-21",5561,405,1,1,"0",0
19,5,"2014-02-21",4986,428,1,1,"0",0
20,5,"2014-02-21",3774,552,1,1,"0",1
1,4,"2014-02-20",4961,584,1,1,"0",1
2,4,"2014-02-20",5651,582,1,1,"0",1
3,4,"2014-02-20",2983,345,1,1,"0",1
4,4,"2014-02-20",4411,362,1,1,"0",0
5,4,"2014-02-20",8965,940,1,1,"0",0
6,4,"2014-02-20",7897,635,1,1,"0",0
7,4,"2014-02-20",4644,525,1,1,"0",0
8,4,"2014-02-20",4959,440,1,1,"0",0
9,4,"2014-02-20",10657,1470,1,1,"0",0
10,4,"2014-02-20",5698,515,1,1,"0",0
11,4,"2014-02-20",13831,1859,1,1,"0",1
12,4,"2014-02-20",8450,721,1,1,"0",0
13,4,"2014-02-20",7624,1072,1,1,"0",0
14,4,"2014-02-20",4422,479,1,1,"0",1
15,4,"2014-02-20",7551,840,1,1,"0",0
16,4,"2014-02-20",3378,378,1,1,"0",0
17,4,"2014-02-20",5960,499,1,1,"0",0
18,4,"2014-02-20",4724,344,1,1,"0",0
19,4,"2014-02-20",4036,379,1,1,"0",0
20,4,"2014-02-20",4493,629,1,1,"0",1
1,3,"2014-02-19",6419,774,1,1,"0",1
2,3,"2014-02-19",5887,617,1,1,"0",1
3,3,"2014-02-19",3442,356,1,1,"0",1
4,3,"2014-02-19",4261,357,1,1,"0",0
5,3,"2014-02-19",9654,926,1,1,"0",0
6,3,"2014-02-19",7341,576,1,1,"0",0
7,3,"2014-02-19",4832,522,1,1,"0",0
8,3,"2014-02-19",5449,481,1,1,"0",0
9,3,"2014-02-19",10798,1471,1,1,"0",0
10,3,"2014-02-19",6517,526,1,1,"0",0
11,3,"2014-02-19",15146,1850,1,1,"0",1
12,3,"2014-02-19",9903,789,1,1,"0",0
13,3,"2014-02-19",8038,1054,1,1,"0",0
14,3,"2014-02-19",4311,427,1,1,"0",1
15,3,"2014-02-19",7059,820,1,1,"0",0
16,3,"2014-02-19",3308,395,1,1,"0",0
17,3,"2014-02-19",5516,450,1,1,"0",0
18,3,"2014-02-19",4561,353,1,1,"0",0
19,3,"2014-02-19",4793,389,1,1,"0",0
20,3,"2014-02-19",5210,666,1,1,"0",1
1,2,"2014-02-18",5979,644,1,1,"0",1
2,2,"2014-02-18",6997,692,1,1,"0",1
3,2,"2014-02-18",4845,524,1,1,"0",1
4,2,"2014-02-18",4334,380,1,1,"0",0
5,2,"2014-02-18",10656,984,1,1,"0",0
6,2,"2014-02-18",8219,635,1,1,"0",0
7,2,"2014-02-18",5946,599,1,1,"0",0
8,2,"2014-02-18",5894,480,1,1,"0",0
9,2,"2014-02-18",12728,1622,1,1,"0",0
10,2,"2014-02-18",7519,585,1,1,"0",0
11,2,"2014-02-18",16800,2093,1,1,"0",1
12,2,"2014-02-18",10326,820,1,1,"0",0
13,2,"2014-02-18",8884,1103,1,1,"0",0
14,2,"2014-02-18",5230,496,1,1,"0",1
15,2,"2014-02-18",8198,910,1,1,"0",0
16,2,"2014-02-18",3490,382,1,1,"0",0
17,2,"2014-02-18",5921,448,1,1,"0",0
18,2,"2014-02-18",4015,309,1,1,"0",0
19,2,"2014-02-18",5570,437,1,1,"0",0
20,2,"2014-02-18",5072,689,1,1,"0",1
1,1,"2014-02-17",7584,761,1,1,"0",1
2,1,"2014-02-17",9782,863,1,1,"0",1
3,1,"2014-02-17",5502,509,1,1,"0",1
4,1,"2014-02-17",6795,524,1,1,"0",0
5,1,"2014-02-17",13657,1151,1,1,"0",0
6,1,"2014-02-17",10357,784,1,1,"0",0
7,1,"2014-02-17",8324,731,1,1,"0",0
8,1,"2014-02-17",6837,546,1,1,"0",0
9,1,"2014-02-17",13708,1752,1,1,"0",0
10,1,"2014-02-17",8951,714,1,1,"0",0
11,1,"2014-02-17",21363,2391,1,1,"0",1
12,1,"2014-02-17",12877,1019,1,1,"0",0
13,1,"2014-02-17",9891,1204,1,1,"0",0
14,1,"2014-02-17",6945,625,1,1,"0",1
15,1,"2014-02-17",9853,1113,1,1,"0",0
16,1,"2014-02-17",4186,457,1,1,"0",0
17,1,"2014-02-17",8539,635,1,1,"0",0
18,1,"2014-02-17",5411,410,1,1,"0",0
19,1,"2014-02-17",6769,519,1,1,"0",0
20,1,"2014-02-17",6144,778,1,1,"0",1
1,7,"2014-02-16",0,0,0,0,"0",0
2,7,"2014-02-16",0,0,0,0,"0",0
3,7,"2014-02-16",0,0,0,0,"0",0
4,7,"2014-02-16",0,0,0,0,"0",0
5,7,"2014-02-16",0,0,0,0,"0",0
6,7,"2014-02-16",0,0,0,0,"0",0
7,7,"2014-02-16",0,0,0,0,"0",0
8,7,"2014-02-16",0,0,0,0,"0",0
9,7,"2014-02-16",0,0,0,0,"0",0
10,7,"2014-02-16",0,0,0,0,"0",0
11,7,"2014-02-16",0,0,0,0,"0",0
12,7,"2014-02-16",0,0,0,0,"0",0
13,7,"2014-02-16",0,0,0,0,"0",0
14,7,"2014-02-16",0,0,0,0,"0",0
15,7,"2014-02-16",0,0,0,0,"0",0
16,7,"2014-02-16",0,0,0,0,"0",0
17,7,"2014-02-16",0,0,0,0,"0",0
18,7,"2014-02-16",0,0,0,0,"0",0
19,7,"2014-02-16",0,0,0,0,"0",0
20,7,"2014-02-16",0,0,0,0,"0",0
1,6,"2014-02-15",2509,300,1,0,"0",0
2,6,"2014-02-15",1576,176,1,0,"0",0
3,6,"2014-02-15",954,115,1,0,"0",0
4,6,"2014-02-15",3634,343,1,0,"0",0
5,6,"2014-02-15",7187,789,1,0,"0",0
6,6,"2014-02-15",6227,582,1,0,"0",0
7,6,"2014-02-15",3222,373,1,0,"0",0
8,6,"2014-02-15",4711,429,1,0,"0",0
9,6,"2014-02-15",9052,1395,1,0,"0",0
10,6,"2014-02-15",3606,346,1,0,"0",0
11,6,"2014-02-15",8801,1253,1,0,"0",0
12,6,"2014-02-15",4028,415,1,0,"0",0
13,6,"2014-02-15",5501,878,1,0,"0",0
14,6,"2014-02-15",833,102,1,0,"0",0
15,6,"2014-02-15",4513,574,1,0,"0",0
16,6,"2014-02-15",3101,369,1,0,"0",0
17,6,"2014-02-15",5341,471,1,0,"0",0
18,6,"2014-02-15",5049,373,1,0,"0",0
19,6,"2014-02-15",2440,230,1,0,"0",0
20,6,"2014-02-15",3150,453,1,0,"0",0
1,5,"2014-02-14",4324,527,1,0,"0",0
2,5,"2014-02-14",3924,476,1,0,"0",0
3,5,"2014-02-14",2448,337,1,0,"0",0
4,5,"2014-02-14",3956,385,1,0,"0",0
5,5,"2014-02-14",7869,873,1,0,"0",0
6,5,"2014-02-14",7598,629,1,0,"0",0
7,5,"2014-02-14",3651,431,1,0,"0",0
8,5,"2014-02-14",4999,445,1,0,"0",0
9,5,"2014-02-14",9371,1441,1,0,"0",0
10,5,"2014-02-14",5070,491,1,0,"0",0
11,5,"2014-02-14",11412,1663,1,0,"0",0
12,5,"2014-02-14",5983,623,1,0,"0",0
13,5,"2014-02-14",5404,868,1,0,"0",0
14,5,"2014-02-14",3428,438,1,0,"0",0
15,5,"2014-02-14",6247,885,1,0,"0",0
16,5,"2014-02-14",2817,381,1,0,"0",0
17,5,"2014-02-14",5215,496,1,0,"0",0
18,5,"2014-02-14",4598,351,1,0,"0",0
19,5,"2014-02-14",3206,362,1,0,"0",0
20,5,"2014-02-14",3990,609,1,0,"0",0
1,4,"2014-02-13",4171,498,1,0,"0",0
2,4,"2014-02-13",4868,558,1,0,"0",0
3,4,"2014-02-13",2046,269,1,0,"0",0
4,4,"2014-02-13",3031,313,1,0,"0",0
5,4,"2014-02-13",6524,735,1,0,"0",0
6,4,"2014-02-13",6277,568,1,0,"0",0
7,4,"2014-02-13",3245,388,1,0,"0",0
8,4,"2014-02-13",3534,356,1,0,"0",0
9,4,"2014-02-13",8336,1333,1,0,"0",0
10,4,"2014-02-13",4371,401,1,0,"0",0
11,4,"2014-02-13",11256,1689,1,0,"0",0
12,4,"2014-02-13",5029,533,1,0,"0",0
13,4,"2014-02-13",5026,837,1,0,"0",0
14,4,"2014-02-13",2944,329,1,0,"0",0
15,4,"2014-02-13",5384,719,1,0,"0",0
16,4,"2014-02-13",2124,278,1,0,"0",0
17,4,"2014-02-13",4658,435,1,0,"0",0
18,4,"2014-02-13",4232,336,1,0,"0",0
19,4,"2014-02-13",3657,335,1,0,"0",0
20,4,"2014-02-13",3663,583,1,0,"0",0
1,3,"2014-02-12",4848,654,1,0,"0",0
2,3,"2014-02-12",4509,569,1,0,"0",0
3,3,"2014-02-12",1801,249,1,0,"0",0
4,3,"2014-02-12",2584,254,1,0,"0",0
5,3,"2014-02-12",7871,848,1,0,"0",0
6,3,"2014-02-12",5326,484,1,0,"0",0
7,3,"2014-02-12",2913,367,1,0,"0",0
8,3,"2014-02-12",4391,407,1,0,"0",0
9,3,"2014-02-12",8459,1338,1,0,"0",0
10,3,"2014-02-12",5044,518,1,0,"0",0
11,3,"2014-02-12",10545,1531,1,0,"0",0
12,3,"2014-02-12",5317,585,1,0,"0",0
13,3,"2014-02-12",5566,929,1,0,"0",0
14,3,"2014-02-12",2623,334,1,0,"0",0
15,3,"2014-02-12",6102,823,1,0,"0",0
16,3,"2014-02-12",2748,337,1,0,"0",0
17,3,"2014-02-12",3901,374,1,0,"0",0
18,3,"2014-02-12",3386,271,1,0,"0",0
19,3,"2014-02-12",3365,316,1,0,"0",0
20,3,"2014-02-12",4284,657,1,0,"0",0
1,2,"2014-02-11",4056,532,1,0,"0",0
2,2,"2014-02-11",4512,533,1,0,"0",0
3,2,"2014-02-11",2339,355,1,0,"0",0
4,2,"2014-02-11",2605,250,1,0,"0",0
5,2,"2014-02-11",7409,844,1,0,"0",0
6,2,"2014-02-11",5899,523,1,0,"0",0
7,2,"2014-02-11",3046,409,1,0,"0",0
8,2,"2014-02-11",4710,425,1,0,"0",0
9,2,"2014-02-11",8433,1347,1,0,"0",0
10,2,"2014-02-11",4822,464,1,0,"0",0
11,2,"2014-02-11",11112,1650,1,0,"0",0
12,2,"2014-02-11",4692,566,1,0,"0",0
13,2,"2014-02-11",5542,880,1,0,"0",0
14,2,"2014-02-11",2965,356,1,0,"0",0
15,2,"2014-02-11",5967,837,1,0,"0",0
16,2,"2014-02-11",2486,308,1,0,"0",0
17,2,"2014-02-11",4137,352,1,0,"0",0
18,2,"2014-02-11",3683,266,1,0,"0",0
19,2,"2014-02-11",3323,310,1,0,"0",0
20,2,"2014-02-11",4112,652,1,0,"0",0
1,1,"2014-02-10",4006,532,1,0,"0",0
2,1,"2014-02-10",4374,538,1,0,"0",0
3,1,"2014-02-10",2158,300,1,0,"0",0
4,1,"2014-02-10",2891,288,1,0,"0",0
5,1,"2014-02-10",7475,878,1,0,"0",0
6,1,"2014-02-10",5577,532,1,0,"0",0
7,1,"2014-02-10",3442,425,1,0,"0",0
8,1,"2014-02-10",4820,433,1,0,"0",0
9,1,"2014-02-10",9557,1491,1,0,"0",0
10,1,"2014-02-10",4891,512,1,0,"0",0
11,1,"2014-02-10",11343,1697,1,0,"0",0
12,1,"2014-02-10",5965,653,1,0,"0",0
13,1,"2014-02-10",5213,833,1,0,"0",0
14,1,"2014-02-10",3025,383,1,0,"0",0
15,1,"2014-02-10",6650,874,1,0,"0",0
16,1,"2014-02-10",2621,325,1,0,"0",0
17,1,"2014-02-10",3579,354,1,0,"0",0
18,1,"2014-02-10",3492,277,1,0,"0",0
19,1,"2014-02-10",3258,340,1,0,"0",0
20,1,"2014-02-10",4402,670,1,0,"0",0
1,7,"2014-02-09",0,0,0,0,"0",0
2,7,"2014-02-09",0,0,0,0,"0",0
3,7,"2014-02-09",0,0,0,0,"0",0
4,7,"2014-02-09",0,0,0,0,"0",0
5,7,"2014-02-09",0,0,0,0,"0",0
6,7,"2014-02-09",0,0,0,0,"0",0
7,7,"2014-02-09",0,0,0,0,"0",0
8,7,"2014-02-09",0,0,0,0,"0",0
9,7,"2014-02-09",0,0,0,0,"0",0
10,7,"2014-02-09",0,0,0,0,"0",0
11,7,"2014-02-09",0,0,0,0,"0",0
12,7,"2014-02-09",0,0,0,0,"0",0
13,7,"2014-02-09",0,0,0,0,"0",0
14,7,"2014-02-09",0,0,0,0,"0",0
15,7,"2014-02-09",0,0,0,0,"0",0
16,7,"2014-02-09",0,0,0,0,"0",0
17,7,"2014-02-09",0,0,0,0,"0",0
18,7,"2014-02-09",0,0,0,0,"0",0
19,7,"2014-02-09",0,0,0,0,"0",0
20,7,"2014-02-09",0,0,0,0,"0",0
1,6,"2014-02-08",2484,331,1,0,"0",0
2,6,"2014-02-08",1648,167,1,0,"0",0
3,6,"2014-02-08",981,126,1,0,"0",0
4,6,"2014-02-08",3143,315,1,0,"0",0
5,6,"2014-02-08",7137,753,1,0,"0",0
6,6,"2014-02-08",7772,672,1,0,"0",0
7,6,"2014-02-08",3194,392,1,0,"0",0
8,6,"2014-02-08",4389,402,1,0,"0",0
9,6,"2014-02-08",9055,1337,1,0,"0",0
10,6,"2014-02-08",3860,337,1,0,"0",0
11,6,"2014-02-08",9594,1389,1,0,"0",0
12,6,"2014-02-08",3971,407,1,0,"0",0
13,6,"2014-02-08",5972,899,1,0,"0",0
14,6,"2014-02-08",1063,126,1,0,"0",0
15,6,"2014-02-08",4614,561,1,0,"0",0
16,6,"2014-02-08",3010,364,1,0,"0",0
17,6,"2014-02-08",5200,474,1,0,"0",0
18,6,"2014-02-08",4745,373,1,0,"0",0
19,6,"2014-02-08",1886,200,1,0,"0",0
20,6,"2014-02-08",2933,427,1,0,"0",0
1,5,"2014-02-07",4848,565,1,1,"0",0
2,5,"2014-02-07",5306,572,1,1,"0",0
3,5,"2014-02-07",3392,431,1,1,"0",0
4,5,"2014-02-07",4789,405,1,1,"0",0
5,5,"2014-02-07",8789,850,1,1,"0",0
6,5,"2014-02-07",8491,690,1,1,"0",0
7,5,"2014-02-07",4484,481,1,1,"0",0
8,5,"2014-02-07",6177,476,1,1,"0",0
9,5,"2014-02-07",10673,1497,1,1,"0",0
10,5,"2014-02-07",5976,533,1,1,"0",0
11,5,"2014-02-07",14207,1835,1,1,"0",0
12,5,"2014-02-07",9066,734,1,1,"0",0
13,5,"2014-02-07",6835,889,1,1,"0",0
14,5,"2014-02-07",4829,536,1,1,"0",0
15,5,"2014-02-07",7058,855,1,1,"0",0
16,5,"2014-02-07",3569,392,1,1,"0",0
17,5,"2014-02-07",6802,533,1,1,"0",0
18,5,"2014-02-07",5515,404,1,1,"0",0
19,5,"2014-02-07",4943,416,1,1,"0",0
20,5,"2014-02-07",4314,620,1,1,"0",0
1,4,"2014-02-06",6012,670,1,1,"0",0
2,4,"2014-02-06",6218,666,1,1,"0",0
3,4,"2014-02-06",3203,378,1,1,"0",0
4,4,"2014-02-06",5294,425,1,1,"0",0
5,4,"2014-02-06",9802,979,1,1,"0",0
6,4,"2014-02-06",8024,630,1,1,"0",0
7,4,"2014-02-06",5356,589,1,1,"0",0
8,4,"2014-02-06",5091,432,1,1,"0",0
9,4,"2014-02-06",12196,1671,1,1,"0",0
10,4,"2014-02-06",6802,561,1,1,"0",0
11,4,"2014-02-06",14689,1901,1,1,"0",0
12,4,"2014-02-06",9173,782,1,1,"0",0
13,4,"2014-02-06",8877,1153,1,1,"0",0
14,4,"2014-02-06",4809,501,1,1,"0",0
15,4,"2014-02-06",8179,933,1,1,"0",0
16,4,"2014-02-06",3065,362,1,1,"0",0
17,4,"2014-02-06",5934,477,1,1,"0",0
18,4,"2014-02-06",4253,328,1,1,"0",0
19,4,"2014-02-06",4806,395,1,1,"0",0
20,4,"2014-02-06",5032,675,1,1,"0",0
1,3,"2014-02-05",7198,820,1,1,"0",0
2,3,"2014-02-05",7000,672,1,1,"0",0
3,3,"2014-02-05",3460,364,1,1,"0",0
4,3,"2014-02-05",4327,344,1,1,"0",0
5,3,"2014-02-05",11302,1052,1,1,"0",0
6,3,"2014-02-05",8195,603,1,1,"0",0
7,3,"2014-02-05",5647,535,1,1,"0",0
8,3,"2014-02-05",5427,437,1,1,"0",0
9,3,"2014-02-05",11640,1634,1,1,"0",0
10,3,"2014-02-05",7481,594,1,1,"0",0
11,3,"2014-02-05",16366,1964,1,1,"0",0
12,3,"2014-02-05",10654,834,1,1,"0",0
13,3,"2014-02-05",8071,1051,1,1,"0",0
14,3,"2014-02-05",5520,479,1,1,"0",0
15,3,"2014-02-05",7144,863,1,1,"0",0
16,3,"2014-02-05",3648,356,1,1,"0",0
17,3,"2014-02-05",6762,507,1,1,"0",0
18,3,"2014-02-05",5084,333,1,1,"0",0
19,3,"2014-02-05",5343,412,1,1,"0",0
20,3,"2014-02-05",5327,693,1,1,"0",0
1,2,"2014-02-04",7036,671,1,1,"0",0
2,2,"2014-02-04",7925,751,1,1,"0",0
3,2,"2014-02-04",5943,572,1,1,"0",0
4,2,"2014-02-04",4996,425,1,1,"0",0
5,2,"2014-02-04",11924,1114,1,1,"0",0
6,2,"2014-02-04",8383,640,1,1,"0",0
7,2,"2014-02-04",5969,584,1,1,"0",0
8,2,"2014-02-04",5995,510,1,1,"0",0
9,2,"2014-02-04",12811,1689,1,1,"0",0
10,2,"2014-02-04",8255,625,1,1,"0",0
11,2,"2014-02-04",20145,2341,1,1,"0",0
12,2,"2014-02-04",11879,903,1,1,"0",0
13,2,"2014-02-04",10752,1238,1,1,"0",0
14,2,"2014-02-04",5877,550,1,1,"0",0
15,2,"2014-02-04",9769,1082,1,1,"0",0
16,2,"2014-02-04",4169,453,1,1,"0",0
17,2,"2014-02-04",7091,548,1,1,"0",0
18,2,"2014-02-04",5067,340,1,1,"0",0
19,2,"2014-02-04",6724,461,1,1,"0",0
20,2,"2014-02-04",5911,753,1,1,"0",0
1,1,"2014-02-03",7372,791,1,1,"0",0
2,1,"2014-02-03",9742,847,1,1,"0",0
3,1,"2014-02-03",6624,560,1,1,"0",0
4,1,"2014-02-03",7169,561,1,1,"0",0
5,1,"2014-02-03",14749,1267,1,1,"0",0
6,1,"2014-02-03",11418,810,1,1,"0",0
7,1,"2014-02-03",8506,761,1,1,"0",0
8,1,"2014-02-03",7405,555,1,1,"0",0
9,1,"2014-02-03",17116,2047,1,1,"0",0
10,1,"2014-02-03",11020,779,1,1,"0",0
11,1,"2014-02-03",23971,2601,1,1,"0",0
12,1,"2014-02-03",15720,1088,1,1,"0",0
13,1,"2014-02-03",10876,1169,1,1,"0",0
14,1,"2014-02-03",8388,688,1,1,"0",0
15,1,"2014-02-03",11481,1194,1,1,"0",0
16,1,"2014-02-03",4359,440,1,1,"0",0
17,1,"2014-02-03",9244,641,1,1,"0",0
18,1,"2014-02-03",5808,392,1,1,"0",0
19,1,"2014-02-03",7616,522,1,1,"0",0
20,1,"2014-02-03",7355,818,1,1,"0",0
1,7,"2014-02-02",0,0,0,0,"0",0
2,7,"2014-02-02",0,0,0,0,"0",0
3,7,"2014-02-02",0,0,0,0,"0",0
4,7,"2014-02-02",0,0,0,0,"0",0
5,7,"2014-02-02",0,0,0,0,"0",0
6,7,"2014-02-02",0,0,0,0,"0",0
7,7,"2014-02-02",0,0,0,0,"0",0
8,7,"2014-02-02",0,0,0,0,"0",0
9,7,"2014-02-02",0,0,0,0,"0",0
10,7,"2014-02-02",0,0,0,0,"0",0
11,7,"2014-02-02",0,0,0,0,"0",0
12,7,"2014-02-02",0,0,0,0,"0",0
13,7,"2014-02-02",0,0,0,0,"0",0
14,7,"2014-02-02",0,0,0,0,"0",0
15,7,"2014-02-02",0,0,0,0,"0",0
16,7,"2014-02-02",0,0,0,0,"0",0
17,7,"2014-02-02",0,0,0,0,"0",0
18,7,"2014-02-02",0,0,0,0,"0",0
19,7,"2014-02-02",0,0,0,0,"0",0
20,7,"2014-02-02",0,0,0,0,"0",0
1,6,"2014-02-01",2929,353,1,0,"0",0
2,6,"2014-02-01",1804,200,1,0,"0",0
3,6,"2014-02-01",870,109,1,0,"0",0
4,6,"2014-02-01",3063,302,1,0,"0",0
5,6,"2014-02-01",6658,703,1,0,"0",0
6,6,"2014-02-01",8822,715,1,0,"0",0
7,6,"2014-02-01",3405,373,1,0,"0",0
8,6,"2014-02-01",5663,469,1,0,"0",0
9,6,"2014-02-01",10706,1509,1,0,"0",0
10,6,"2014-02-01",4222,362,1,0,"0",0
11,6,"2014-02-01",11574,1602,1,0,"0",0
12,6,"2014-02-01",4640,435,1,0,"0",0
13,6,"2014-02-01",6310,887,1,0,"0",0
14,6,"2014-02-01",1246,129,1,0,"0",0
15,6,"2014-02-01",6198,694,1,0,"0",0
16,6,"2014-02-01",3084,372,1,0,"0",0
17,6,"2014-02-01",5978,518,1,0,"0",0
18,6,"2014-02-01",5226,387,1,0,"0",0
19,6,"2014-02-01",2382,209,1,0,"0",0
20,6,"2014-02-01",2843,463,1,0,"0",0
1,5,"2014-01-31",4608,550,1,0,"0",0
2,5,"2014-01-31",5504,563,1,0,"0",0
3,5,"2014-01-31",2671,368,1,0,"0",0
4,5,"2014-01-31",3764,367,1,0,"0",0
5,5,"2014-01-31",8807,959,1,0,"0",0
6,5,"2014-01-31",8023,662,1,0,"0",0
7,5,"2014-01-31",3763,452,1,0,"0",0
8,5,"2014-01-31",5085,435,1,0,"0",0
9,5,"2014-01-31",12335,1634,1,0,"0",0
10,5,"2014-01-31",5498,519,1,0,"0",0
11,5,"2014-01-31",13554,1826,1,0,"0",0
12,5,"2014-01-31",6115,629,1,0,"0",0
13,5,"2014-01-31",5760,870,1,0,"0",0
14,5,"2014-01-31",3793,453,1,0,"0",0
15,5,"2014-01-31",11936,1388,1,0,"0",0
16,5,"2014-01-31",3305,366,1,0,"0",0
17,5,"2014-01-31",5841,501,1,0,"0",0
18,5,"2014-01-31",4686,344,1,0,"0",0
19,5,"2014-01-31",4196,378,1,0,"0",0
20,5,"2014-01-31",4505,609,1,0,"0",0
1,4,"2014-01-30",4214,493,1,0,"0",0
2,4,"2014-01-30",3817,481,1,0,"0",0
3,4,"2014-01-30",2045,266,1,0,"0",0
4,4,"2014-01-30",2701,281,1,0,"0",0
5,4,"2014-01-30",7317,835,1,0,"0",0
6,4,"2014-01-30",6005,529,1,0,"0",0
7,4,"2014-01-30",3096,393,1,0,"0",0
8,4,"2014-01-30",4484,410,1,0,"0",0
9,4,"2014-01-30",9072,1328,1,0,"0",0
10,4,"2014-01-30",4922,447,1,0,"0",0
11,4,"2014-01-30",11068,1552,1,0,"0",0
12,4,"2014-01-30",5565,602,1,0,"0",0
13,4,"2014-01-30",5516,875,1,0,"0",0
14,4,"2014-01-30",2863,379,1,0,"0",0
15,4,"2014-01-30",10783,1178,1,0,"0",0
16,4,"2014-01-30",2568,307,1,0,"0",0
17,4,"2014-01-30",4308,420,1,0,"0",0
18,4,"2014-01-30",3927,303,1,0,"0",0
19,4,"2014-01-30",3115,302,1,0,"0",0
20,4,"2014-01-30",3818,541,1,0,"0",0
1,3,"2014-01-29",4292,567,1,0,"0",0
2,3,"2014-01-29",3788,464,1,0,"0",0
3,3,"2014-01-29",1405,202,1,0,"0",0
4,3,"2014-01-29",2437,245,1,0,"0",0
5,3,"2014-01-29",6265,732,1,0,"0",0
6,3,"2014-01-29",5109,458,1,0,"0",0
7,3,"2014-01-29",2834,387,1,0,"0",0
8,3,"2014-01-29",3864,376,1,0,"0",0
9,3,"2014-01-29",7312,1209,1,0,"0",0
10,3,"2014-01-29",4290,432,1,0,"0",0
11,3,"2014-01-29",9327,1356,1,0,"0",0
12,3,"2014-01-29",5202,569,1,0,"0",0
13,3,"2014-01-29",5071,812,1,0,"0",0
14,3,"2014-01-29",2644,303,1,0,"0",0
15,3,"2014-01-29",9934,1159,1,0,"0",0
16,3,"2014-01-29",2548,302,1,0,"0",0
17,3,"2014-01-29",3504,351,1,0,"0",0
18,3,"2014-01-29",3066,240,1,0,"0",0
19,3,"2014-01-29",2915,277,1,0,"0",0
20,3,"2014-01-29",3499,540,1,0,"0",0
1,2,"2014-01-28",3677,497,1,0,"0",0
2,2,"2014-01-28",3952,501,1,0,"0",0
3,2,"2014-01-28",1972,294,1,0,"0",0
4,2,"2014-01-28",2413,255,1,0,"0",0
5,2,"2014-01-28",7836,887,1,0,"0",0
6,2,"2014-01-28",4718,457,1,0,"0",0
7,2,"2014-01-28",2662,359,1,0,"0",0
8,2,"2014-01-28",3975,379,1,0,"0",0
9,2,"2014-01-28",8239,1321,1,0,"0",0
10,2,"2014-01-28",3974,411,1,0,"0",0
11,2,"2014-01-28",10939,1584,1,0,"0",0
12,2,"2014-01-28",5134,585,1,0,"0",0
13,2,"2014-01-28",5375,855,1,0,"0",0
14,2,"2014-01-28",2780,368,1,0,"0",0
